,fluxes,reduced_costs
biomass_dilution,0.03952737782739306,0.016438219577465926
protein_biomass_to_biomass,0.021352469143275498,4.973858287772746e-36
mRNA_biomass_to_biomass,6.045084284141954e-05,0.0
tRNA_biomass_to_biomass,0.0003531887006838794,0.0
rRNA_biomass_to_biomass,0.00019562094782121824,2.76221507296775e-36
ncRNA_biomass_to_biomass,0.0,1.8136161994454663e-36
tmRNA_biomass_to_biomass,0.0,1.8136161994454663e-36
DNA_biomass_to_biomass,0.0023444879330891595,1.8136161994454663e-36
lipid_biomass_to_biomass,0.0,1.8136161994454663e-36
constituent_biomass_to_biomass,0.003202293614414896,1.8136161994454663e-36
prosthetic_group_biomass_to_biomass,8.102752174519294e-06,2.0743654098861243e-36
peptidoglycan_biomass_to_biomass,0.0,1.8136161994454663e-36
DM_4HBA,3.686667464676324e-10,0.0
DM_atp_c_,0.0,-1.1923096186974835e-06
DM_dhptd(c),2.9100833690958163e-05,0.0
EX_12dhchol(e),0.0,-2.859018229387429e-07
EX_26dap_M(e),0.0,0.0
EX_4hpro(e),0.0,-6.225764611061944e-07
EX_C02528(e),0.0,0.0
EX_Lcyst(e),0.0,0.0
EX_Lcystin(e),0.0,-1.6892041806578215e-07
EX_ac(e),2.5782257555925407,0.0
EX_acgam(e),-0.4123764955662353,0.0
EX_adocbl(e),-2.0949223621838254e-12,0.0
EX_ala_L(e),-0.023473582028581814,0.0
EX_alaasp(e),5.124594247511865e-23,0.0
EX_alagln(e),0.0,0.0
EX_alaglu(e),4.949539946132176e-23,0.0
EX_alagly(e),0.0,-2.1801414086065614e-07
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,0.0
EX_alathr(e),1.054067596891822e-56,0.0
EX_arab_L(e),0.0,0.0
EX_arg_L(e),-0.015921547257971624,0.0
EX_asn_L(e),-0.012551380324520198,0.0
EX_asp_L(e),0.0,0.0
EX_biomass(e),0.0,0.0
EX_btn(e),0.0,0.0
EX_but(e),3.415370043872011e-17,0.0
EX_butso3(e),0.0,0.0
EX_ca2(e),0.0,0.0
EX_cbl1(e),0.0,0.0
EX_cbl2(e),0.0,0.0
EX_cd2(e),0.0,-0.00025749751639443094
EX_cgly(e),-0.004640505974939182,0.0
EX_cholate(e),0.0,0.0
EX_cl(e),0.0,0.0
EX_co2(e),0.028655382204977063,-4.8523473149986686e-37
EX_cobalt2(e),-0.0007914977065588887,0.0
EX_cro4(e),0.0,0.0
EX_csn(e),0.0,0.0
EX_cu2(e),0.0,0.0
EX_cys_L(e),0.0,0.0
EX_dextrin(e),7.664246237293007e-24,-3.1466097334680783e-34
EX_dgchol(e),0.0,-6.017667605088395e-07
EX_drib(e),0.0,0.0
EX_ethso3(e),0.0,0.0
EX_fe2(e),-1.9276693220192096e-09,0.0
EX_fe3(e),0.0,0.0
EX_for(e),0.46453542506723683,0.0
EX_fru(e),-0.14898579,-8.777125739320412e-08
EX_gal(e),0.0,0.0
EX_gchola(e),0.0,-6.017667605088395e-07
EX_glc_D(e),0.0028211699999999645,0.0
EX_gln_L(e),0.0,0.0
EX_glu_L(e),-0.03802943949771952,0.0
EX_gly(e),-0.45,-7.467445379014778e-07
EX_glyasn(e),0.0,-5.7692076230880465e-08
EX_glyasp(e),0.0,-2.8481904598593154e-08
EX_glyb(e),0.0,-1.4734307709271688e-06
EX_glyc(e),0.0,0.0
EX_glyc3p(e),-0.01715599017783389,0.0
EX_glycys(e),0.0,0.0
